id,姓名,性别,年龄,城市,部门,职级,入职日期,离职日期,工作年限,基本工资,绩效奖金,交通补贴,社保缴纳基数,是否缴纳社保,绩效评分,sales_amount,客户满意度,本月出勤天数,是否在职,联系电话,邮箱
EMP1015,冯十二,女,25.148300277432025,成都,技术部,P3,2015-07-28,,8.9,5000.0,1168.0910968399194,50000.0,4675.1254792987465,True,73.8312278294201,14.0,5.862290120538043,24.0,True,15384602384,wangwu119@company.com
EMP1188,褚十四,女,41.57668937234669,广州,市场部,P1,2022-03-03,,2.3,9846.154157509833,4607.1831976200865,537.292175027132,6014.034693475985,True,64.61225979110118,11.0,6.85150270728006,29.0,True,18392322121,zhaoliu479@outlook.com
EMP1225,郑十一,男,-10.0,成都,产品部,P1,NULL,,,18488.699675479416,4545.013643618825,969.8198517575557,9658.425013160968,True,67.03227056544817,5.0,8.999005737648522,18.0,True,13604111692,user956@gmail.com
EMP1249,蒋十六,男,32.65886987452493,西安,市场部,P1,2024-06-30,,0.0,13521.227369606177,3746.217476795752,395.51897661552573,14794.079337981264,False,64.0102491131679,7.0,8.648756871414303,21.0,True,17335154329,zhaoliu383@outlook.com
EMP1234,郑十一,男,42.91158648648522,武汉,技术部,P2,2023-12-04,,,12916.58733799645,-50000.0,560.0892119525553,6946.971298350185,True,77.61276366973766,7.0,6.466879681798048,21.0,True,17562446417,zhangsan807@company.com
EMP1033,褚十四,女,35.576040924038224,武汉,销售部,,2016-04-04,2017-10-22,-1.8000000000000007,7519.2662452511795,2128.748224755788,301.570442261356,4040.8854240866253,False,88.4776036424138,,8.422822532376864,23.0,True,13200140141,user470@gmail.com
EMP1070,陈十三,男,35.91703943057327,西安,人事部,P1,N/A,2022-05-28,,11198.101563368487,1137.3615006031293,695.0269042486575,7349.076440705931,True,72.75185491104855,5.0,7.644833848145287,15.0,True,18766430218,wangwu415@qq.com
EMP1090,钱七,女,29.946161389105683,上海,人事部,P3,2018-06-07,,6.1,10359.495019260976,1485.1387504236523,779.266121488304,11812.222733189468,True,81.88153096464177,5.0,8.909133124311573,28.0,True,18848621833,user373@163.com
EMP1152,钱七,男,25.588526909163008,广州,市场部,P1,2020-10-18,,100.0,5000.0,680.8379555833216,104.5550309522036,3317.5315197782575,True,52.547504503634634,5.0,7.420192046090104,24.0,True,15480990401,wangwu782@company.com
EMP1074,沈十七,男,50.43476558022124,北京,技术部,P3,2017-10-27,,6.7,12680.808197973462,3853.576257491421,815.9466155055782,11258.539762783445,False,87.05761752470943,8.0,4.378823728703136,21.0,True,15386480450,zhangsan892@company.com
EMP1220,钱七,女,32.44916987937272,北京,产品部,P4,2023-05-23,,1.1,15455.786549079476,1951.2997792789142,107.37795811235287,6075.50533816417,True,90.22198157555772,7.0,8.29008897023909,18.0,True,18514548900,wangwu957@outlook.com
EMP1229,王五,男,32.34861953631983,北京 ,产品部,P3,2023-09-25,,0.8,8468.138406212896,2752.671439079959,348.1494304342824,7456.338998854033,True,78.18575945162974,1.0,8.703500450636303,25.0,True,19138546365,user417@163.com
EMP1240,蒋十六,female,27.594535302193204,广州,运营部,P4,2024-02-25,,0.3,13257.131020292145,6372.450499567883,848.0528867425837,8577.803059807196,True,82.5386015695536,5.0,5.952487016036432,21.0,True,19269625036,lisi626@163.com
EMP1237,王五,female,37.786490747729275,北京,运营部,P2,2024-01-14,,0.5,7825.542359457453,2198.08560451866,362.28146934697253,8776.129366073787,True,87.41020915374216,2.0,7.840887734454393,20.0,True,15634366139,zhaoliu872@163.com
EMP1198,王五,男,22.221461359724287,上海,销售部,P3,2022-07-20,,1.9,8522.990579136334,2433.517764397867,670.443201315603,9158.081977030573,True,70.93080214094039,11.0,7.948634602918289,21.0,True,19139403247,wangwu962@outlook.com
EMP1038,韩十八,女,26.166385088431955,西安,技术部,P4,2016-06-13,,8.0,9018.706065171638,2413.163962294856,,5100.621357701508,True,70.3826795651868,10.0,6.614127156600954,24.0,True,19810678904,user302@outlook.com
EMP1116,周九,女,28.37971841335752,杭州,财务部,P1,2019-06-04,,5.1,10375.030204521889,1269.598049175792,615.6383790111173,8031.061566451402,True,66.60850268477266,9.0,8.906618312634203,28.0,False,18518197538,zhaoliu384@qq.com
EMP1142,卫十五,女,33.49064981570136,上海,财务部,P2,2018-09-12,,0.7999999999999998,5000.0,2392.3737879825226,551.4276931616191,3554.309531778679,True,62.84595365069168,11.0,8.445681303118683,18.0,True,19459905654,zhaoliu833@gmail.com
EMP1175,,女,33.97401837511799,西安,技术部,P3,2021-09-03,,2.8,16715.79359694667,8263.848184859204,135.5751754042319,12817.71762562203,True,74.54478625748777,8.0,,29.0,False,19508427798,wangwu43@outlook.com
EMP1212,郑十一,男,44.66660442963025,成都,,P2,2023-01-31,,1.4,12797.941197771652,5592.896006464525,205.20394416777685,7620.659167155331,True,70.2695077498795,5.0,7.722604669558793,31.0,True,15174958005,zhaoliu423@163.com
EMP1217,孙八,男,30.404784129145366,上海,产品部,P2,2023-04-11,,1.2,8728.28796124957,,932.2448366332928,8196.568343429353,True,87.78293968961958,5.0,7.217573596237664,23.0,True,19505026213,wangwu496@outlook.com
EMP1138,郑十一,女,22.0,武汉,市场部,P3,2020-04-06,2024-02-06,4.2,16326.886777580376,6187.443497652604,562.0685239889907,18960.82270368166,True,73.32106163826775,11.0,9.876790585816131,20.0,True,18525904456,
EMP1190,张三,男,22.0,广州,市场部,高级,2022-03-31,,2.3,16378.686545521106,5202.696345520603,153.1274349493052,15133.733873007317,False,80.56196246193049,8.0,8.752870488900422,17.0,True,17748232591,lisi598@163.com
EMP1025,杨十九,男,30.324362039437595,上海,财务部,P3,2015-12-15,2018-01-17,8.5,9368.850442817691,2975.9539732162552,643.5530818249647,8365.906354833043,True,59.94159964479834,5.0,8.537981074916189,27.0,在职,18360916298,user833@163.com
EMP1013,钱七,女,23.75091757197968,上海,财务部,初级,2015-07-01,2019-08-08,9.0,,,677.8205557165954,,False,62.3881504311579,7.0,8.274528056029618,35.0,在职,18976198296,user664@163.com
EMP1216,沈十七,男 ,31.987844337070133,西安,产品部,P2,2023-03-28,2025-02-17,1.3,14081.951379096929,3115.298063324406,532.5159733477639,7131.672304651714,True,78.3328582785735,16.0,8.144785576629063,25.0,True,19620057604,user560@gmail.com
EMP1058,杨十九,女,30.44817994000653,上海,运营部,P2,2017-03-18,2021-01-26,7.3,16186.69930912375,7941.127740299971,507.0839783564868,8650.375746085852,False,88.09403965275241,8.0,8.156892015094556,17.0,True,17318610946,user691@qq.com
EMP1243,冯十二,M,22.0,广州,技术部,P2,2024-04-07,,0.2,10822.779960559195,4897.310883230275,458.5315447486423,8442.944708075414,True,86.26647446537072,6.0,,26.0,True,18618840705,wangwu242@company.com
EMP1153,孙八,男,39.940063557217485,北京,技术部,资深,2020-10-31,,3.7,10659.602084803062,5107.4697446368655,263.6322861182017,7295.766506107405,True,81.24984574576746,6.0,6.430453100043948,25.0,True,19852890318,wangwu322@company.com
EMP1064,杨十九,男,31.67897118441685,武汉,人事部,P1,2017-06-10,,7.1,15727.738169265238,5717.987854152605,749.8000415645006,8231.875716910148,True,86.64012775500447,11.0,6.028158704172097,11.0,True,,wangwu336@gmail.com
EMP1182,褚十四,女,33.10080905749709,武汉,产品部,P2,2021-12-09,,2.6,10033.048604837091,2523.1245298279796,100.0,8954.356791292832,True,75.6064168993725,8.0,7.453972592873238,19.0,True,18176428684,wangwu752@gmail.com
EMP1052,沈十七,男,32.86742198439851,北京,运营部,P3,2016-12-25,,7.5,17578.501552844704,2648.286518313484,,13021.903376216342,True,88.23636868488921,5.0,7.370219364448562,22.0,True,15474745382,
EMP1219,杨十九,女,25.642556723980007,上海,销售部,P2,2023-05-09,,1.1,9384.4803453916,4423.365621445073,485.11723531359274,11084.960365021121,N,82.48820091070812,10.0,8.056441236810205,19.0,True,18146865930,wangwu707@163.com
EMP1034,张三,男,49.112079268077544,武汉,财务部,P1,2016-04-18,,8.2,15257.699594466365,6161.1820654736575,,17642.252779229406,True,0.001,7.0,9.753230746806917,23.0,True,15536383774,user@company
EMP1078,吴十,女,41.65413811738249,北京,市场部,P2,2017-12-22,,6.5,5000.0,1251.9424438582782,257.5956466391175,5660.677285858804,True,79.1912109791789,3.0,8.679285868771977,22.0,True,,user779@163.com
EMP1120,陈十三,男,34.00336331333615,武汉,运营部,P2,2019-07-30,,4.9,16488.814270790863,2008.3987676030213,710.2984992517378,11505.541812782643,True,68.43650864069518,7.0,8.004205798002342,25.0,True,19336801619,
EMP1246,吴十,女,26.924322953180756,深圳,技术部 ,P1,2024-05-19,,0.1,11803.180335306526,4601.153099600323,50000.0,12524.942604222517,True,76.4793671833875,7.0,10.0,26.0,True,19836371599,zhangsan315@company.com
EMP1069,卫十五,女,38.29053921079431,西安,产品部,P4,2017-08-19,,6.9,18227.52734618677,2651.347245870778,632.6856238642195,21287.78608511254,True,93.52668444421106,9.0,10.0,23.0,True,13479759538,user588@company.com
EMP1028,吴十,女,43.0843409407472,深圳,产品部,P4,2016-01-25,,8.4,11443.798720851206,3191.916956019813,621.0337299440984,9868.455458092163,True,75.91804232435042,5.0,8.766950916174192,22.0,True,13165082363,zhangsan16@163.com
EMP1135,赵六,女,36.17477948382358,上海,产品部,P1,2020-02-24,,4.3,8512.917247833691,1863.3553872039788,462.35750757888195,4440.1438236454815,True,89.47651417489656,11.0,7.159248355713708,15.0,True,13935147672,zhaoliu301@qq.com
EMP1131,周九,男,33.23890418018542,北京,,P1,2019-12-30,2020-07-10,4.5,,,509.9972070713358,,True,61.525873394939744,8.0,7.35184328899043,30.0,,13800138000,
EMP1142,赵六,男,29.66354790412779,成都,财务部,P1,2020-05-31,,4.1,11582.805954489093,4364.064748776197,818.5902396417781,5989.164275406618,True,89.91434977719439,8.0,9.466049767423945,34.0,True,17174041730,user821@gmail.com
EMP1042,蒋十六,男,26.117259246561915,北京,市场部,P4,2016-08-07,,7.9,9658.93279644184,1757.8455334568555,573.8592952859999,6900.0274007268545,True,76.07600413576769,7.0,7.5175084886721795,21.0,True,15161073976,zhaoliu682@gmail.com
EMP1023,赵六,男,27.19801370796405,北京,产品部,资深,2015-11-17,,8.6,9560.25482221336,1090.478039001572,424.8861079383058,7071.088154965651,True,68.95627951397067,8.0,6.325474828268396,24.0,False,15399012686,zhangsan806@qq.com
EMP1091,郑十一,男,22.0,北京,市场部,P2,2018-06-21,,6.0,13137.902517857889,5916.959314847793,510.32530056208395,8487.825205596955,True,79.67298900545534,6.0,6.994479701156341,17.0,True,18813962536,zhaoliu696@gmail.com
EMP1214,郑十一,男,22.0,杭州,销售部,P2,2023-02-28,,1.3,12315.611324578254,6066.283058439195,637.9158428730886,6634.822184064526,True,78.36967520549108,12.0,8.868767292883241,23.0,True,13403696046,lisi213@outlook.com
EMP1087,冯十二,男,27.873028312053194,北京,产品部,P2,2018-04-26,,6.2,-5000.0,-2103.65179975103,50000.0,-5335.490317609114,False,76.1194008259965,11.0,5.984113104194126,27.0,True,15491079829,user981@163.com
EMP1202,冯十二,女,22.0,深圳,财务部,P5,2022/09/14,,1.8,7414.398773128863,1928.7219913895126,541.6956399597226,4322.025011205127,True,59.21276040322014,9.0,9.320330216174288,28.0,True,17768548027,wangwu327@outlook.com
EMP1100,沈十七,女,22.0,广州,财务部,资深,2018-10-24,,5.7,11500.08107874314,1381.4952314218297,191.73762438457732,7128.801215877808,True,72.34246337026532,13.0,6.623232219501186,21.0,True,19925159146,zhaoliu232@163.com
EMP1191,蒋十六,女,28.35019235726873,武汉,财务部,P1,2022-04-14,,2.2,5165.383011429501,2046.5444214241088,1053.7384096518108,5084.310959919423,False,60.75903638406821,6.0,7.875296586225393,23.0,True,19730418447,zhaoliu904@outlook.com
EMP1094,李四,男,39.99025022580575,成都,市场部,P1,2018-08-02,,5.9,19435.91077777368,5926.091323565782,,17932.12716396167,True,89.08038209483047,13.0,7.677954447249237,24.0,True,19751397897,user342@163.com
EMP1207,张三,女,37.796462534606654,杭州,销售部,P2,2022-11-23,,1.6,15916.741742358932,2963.4611543021433,903.145245246239,11253.56591293513,True,92.19770553898898,11.0,8.372740674159378,20.0,True,13341270488,zhangsan486@outlook.com
EMP1031,王五,男,26.544930803349978,深圳,运营部,P4,2016-03-07,,8.3,10635.301677319956,2162.0581918091493,762.1521054726708,,True,76.32341017370896,7.0,6.525811188342911,19.0,True,13575808013,wangwu608@outlook.com
EMP1093,蒋十六,女,40.458434723014946,武汉,技术部,P3,2018-07-19,2022-01-21,5.9,13782.25832510996,2305.0446525981547,390.1857824092373,7650.380042355944,True,61.62751814035335,9.0,8.93776089709694,21.0,True,13426283245,wangwu742@gmail.com
EMP1045,周九,F,-5.0,深圳,财务部,P1,2016-09-18,,7.8,11731.081751396054,5173.607160573969,336.28026012183966,13100.9624445608,True,84.63702435937672,9.0,6.690165069156609,21.0,True,15721609600,user338@outlook.com
EMP1233,陈十三,男,34.7416943093069,成都,技术部,P1,2023-11-20,,0.6,5000.0,1637.6254728677459,320.3267024144873,2656.689360409704,True,65.650565713293,7.0,8.428594083372861,18.0,True,13448294647,zhangsan428@163.com
EMP1108,王五,男,41.80279856356698,上海,人事部,P1,2019-02-13,,5.4,12315.110911465334,1993.9939658168562,,8288.614606990168,True,80.73913128979011,6.0,6.09334409623394,21.0,True,18991816852,zhaoliu788@company.com
EMP1105,张三,女,35.53728550054645,武汉, 市场部,,2019-01-02,,5.5,8913.155119277839,3470.1775927168187,786.3848347881503,8749.887165413315,True,78.84380881645666,12.0,9.508501870526414,24.0,False,13590122159,lisi626@company.com
EMP1149,褚十四,男,29.735934927187774,上海, 销售部,P4,2020-09-06,,,12174.342393558303,3177.6317090230928,107.14514003705091,6093.280295118346,True,65.91394436375194,14.0,8.604982833651777,21.0,True,13399496923,zhaoliu130@qq.com
EMP1029,周九,男,24.175548118341208,成都,运营部,P3,2016-02-08,,8.4,16820.382613800117,8178.190583455431,381.6946643364952,15214.270836407613,True,82.62962360705782,12.0,-5.0,,True,13366992705,user17@gmail.com
EMP1109,沈十七,女,35.87957292762228,深圳,财务部,P1,2019-02-27,,5.3,16215.683645625813,3575.0755807765117,366.71332561784857,16602.63322787351,False,51.11474700203139,5.0,8.479026460257751,19.0,True,15898493949,user990@company.com
EMP1163,陈十三,男,29.5619458249298,北京,产品部,P1,2021-03-20,,3.3,13058.338144116444,5501.0626657249295,634.3659275467257,6720.299509809672,True,58.901284270774134,16.0,9.799131900820239,16.0,True,19916267011,user479@gmail.com
EMP1122,卫十五,男,22.0,杭州市,技术部,P2,2019-08-27,,4.8,9506.597278838954,2897.3774852332376,363.9661196599548,5438.365916771768,True,76.04465486375435,6.0,8.876299704479539,18.0,False,18877583839,zhangsan244@gmail.com
EMP1227,,男,22.0,西安,市场部,P2,2023-08-28,,0.8,14702.039990719142,2616.6265531922395,428.78267513597825,16531.738944490837,True,71.66040141308625,10.0,8.318382644537863,28.0,True,17824085842,user654@163.com
EMP1104,赵六,女,22.591687600697092,西安,运营部,初级,2018-12-19,,5.5,13613.747451485164,5409.302180196666,100.3518769910923,3620.422845568511,Y,73.87858587175216,12.0,7.812783608692094,25.0,True,19598806645,user739@163.com
EMP1142,赵六,男,26.70573602759998,成都,财务部,P1,2017-04-15,,7.2,15748.267500408125,7390.8888453667705,483.35662595320156,13983.310008367847,True,74.16882462866006,9.0,8.338408384107273,19.0,True,13199104722,user354@qq.com
EMP1146,吴十,女,24.205365373004053,西安,市场部,P2,2020-07-26,,3.9,6441.603346265739,1183.4670220215294,689.6835868442272,5154.707572202653,True,79.46966276212952,11.0,6.30175385630611,20.0,True,17761330848,zhangsan630@gmail.com
EMP1083,王五,男,24.510732696436477,深圳,人事部,P1,2018-03-02,,6.3,-5000.0,-704.6643590681264,811.9875404745642,-4398.352960666535,yes,98.55721329698251,8.0,8.55922187601606,23.0,True,17882269302,zhaoliu39@company.com
EMP1231,吴十,男,33.29367211742817,,产品部,P1,2023-10-23,,0.7,14157.121803522705,5456.762741985473,459.81949889152554,10914.22081587333,True,78.86718666755961,14.0,7.190222906922636,15.0,False,13916440738,wangwu662@gmail.com
EMP1125,,女,33.323778516227584,广州,财务部,P2,2019-10-07,2021-08-06,4.7,15787.713873428225,2657.4745556717257,0.5,15726.709241468947,True,62.82126546412961,11.0,,15.0,True,18245706210,zhangsan589@outlook.com
EMP1166,吴十,女,200.0,杭州,人事部,P2,2021-05-01,,3.2,8789.354439065142,2191.5487492081675,271.52550181981155,5030.819541204851,True,83.3544879508525,5.0,9.750119244112133,17.0,True,,zhangsan996@163.com
EMP1196,卫十五,男,,杭州,运营部,P1,2022-06-22,,2.0,7770.40856902441,3015.264567540893,364.5594239840599,4250.945323829411,True,84.21212298974504,5.0,9.31666559560619,23.0,True,13272684373,user846@gmail.com
EMP1195,张三,女,33.84482718404718,武汉,人事部,P1,2022-06-08,,2.1,14081.518903540475,5899.708932114554,628.8384422077683,11373.01543480796,False,81.73433172760792,8.0,6.984519605364191,26.0,True,13604669821,user76@gmail.com
EMP1189,沈十七,男,23.818812800548116,西安,产品部,P4,2022-03-17,,,15971.719077182112,2203.1337754529177,452.4358764787803,13080.24018401785,True,75.76140767382475,6.0,9.037607516712281,23.0,True,13742136977,zhangsan968@qq.com
EMP1248,吴十,女,-5.0,西安,产品部,P1,2024-06-16,,0.0,12603.487485101881,5207.375938144606,332.55162127892885,10630.153187248765,True,84.5001910611817,6.0,7.617821841355424,18.0,True,17932945529,user225@163.com
EMP1000,张三,男,36.19117311195198,广州,技术部,资深,2015-01-01,,9.5,8998.555885832757,2828.026443812395,626.5915665219978,7740.555805796182,True,83.76690146784124,4.0,8.196360516402553,18.0,True,13217734861,lisi926@qq.com
EMP1205,褚十四,男,44.45058588576774,西安,技术部,P4,2022-10-26,,1.7,16972.937321917856,6201.845748818683,370.80080297458915,16779.332627778473,True,71.4173985727677,4.0,8.399186085772529,17.0,True,13776481264,@company.com
EMP1206,李四,女,36.59862978626995,西安,产品部,P4,2022-11-09,,1.6,14828.74474020038,6443.334638197388,572.9924361304527,15617.366045876843,True,81.30067810800516,6.0,9.03453247422755,21.0,True,15433665422,user816@gmail.com
EMP1088,孙八,女,30.359655622705557,杭州,产品部,高级,2018-05-10,,6.1,14597.72186481225,4182.974832638023,319.39588347108327,8193.733311440037,True,84.28169859068956,7.0,8.149960628950021,30.0,True,17769108025,wangwu517@qq.com
EMP1077,韩十八,女,35.30864139253699,,人事部,P3,2017-12-08,,6.6,21112.9722823291,4515.429176530775,297.0062335364581,21614.7677639868,True,85.16278561620928,10.0,7.096513525486472,21.0,True,15339362341,lisi106@163.com
EMP1012,钱七,男,22.0,广州,运营部,P5,2015-06-17,,9.0,7973.638334360917,1557.5297211033112,365.8226528218389,6649.171882328216,True,81.68385491334676,11.0,100.0,20.0,True,15709194872,
EMP1161,韩十八,女,22.814722657305524,成都,产品部,P1,2021-02-20,,3.4,12435.214838821634,2987.982107785826,50000.0,13656.328871650287,True,95.0633061953865,10.0,8.52817743283971,23.0,True,15438817025,lisi521@gmail.com
EMP1123,朱二十,F,29.629160620546873,西安,技术部,P1,2019-09-10,,4.8,13353.536107244567,4150.319748181537,502.65292861679467,13397.816089837326,True,83.08909437630692,,7.554464804571099,21.0,False,15768143326,user@company
EMP1041,钱七,男,29.48907358865757,成都,销售部,中级,2016-07-25,,7.9,9126.077920960433,2970.4912779868805,219.34268066937761,6554.279120596126,True,86.020333565868,7.0,,25.0,False,19611947770,wangwu409@company.com
EMP1113,李四,男,33.64484512371373,北京,人事部,P2,2019-04-23,2021-09-16,5.2,13444.798975005593,3974.0186633436538,731.9227176850562,8571.17928299204,True,82.72752141799228,7.0,7.357960298370116,19.0,True,19186519602,user851@163.com
EMP1095,杨十九,女,28.084690433039285,武汉,产品部,P2,2018-08-16,,-4.1,15928.715947066752,,,9792.21324597754,False,,7.0,8.427955539321923,20.0,True,18825449223,wangwu991@gmail.com
EMP1011,王五,女,27.946682646822953,杭州,销售部,P2,2015-06-03,,9.1,5000.0,1645.5450194742182,632.2738926372294,4842.848982844542,True,-5.0,12.0,9.212082824712335,28.0,False,17992994062,zhangsan483@163.com
EMP1114,卫十五,男,23.485719170434308,杭州, 产品部,P1,2019-05-07,2022-08-12,5.1,13702.377013851186,3603.22025687962,614.9034681234364,12738.992503769314,True,64.09683226169032,3.0,8.7968635439667,25.0,True,15858511779,lisi906@company.com
ID-NULL,韩十八,女,35.722214181879615,杭州,市场部,P3,2017-11-10,,-3.4000000000000004,15821.295208497022,3481.1094812495085,415.63776411375636,18219.53467797589,False,67.61101458712506,8.0,7.138805268833455,27.0,False,18141580226,wangwu79@163.com
EMP1172,赵六,男,40.407103328203235,上海,运营部,P1,2021-07-23,,,13243.432763179246,1884.8319693954265,250.06671041005401,15020.182000097135,False,100.0,9.0,7.303069839577257,24.0,True,13262915636,user129@gmail.com
EMP1001,李四,女,25.55833029156536,北京,运营部,P5,2015-01-14,2017-05-21,9.5,7014.943944262278,1807.5840836179786,1011.5461838537988,,True,91.35286330699388,9.0,7.963950611902206,25.0,True,18740389325,user@company
EMP1181,卫十五,女,39.72849426497435,西安,产品部,P1,2021-11-25,,2.6,13340.08518320841,2265.1383874767034,454.35988409955786,9807.127803736528,True,74.39942777425662,9.0,7.378441538606619,26.0,True,13348545713,zhaoliu476@company.com
EMP1096,蒋十六,男,40.884208595208655,武汉,产品部,P3,2018-08-30,,5.8,18873.628290593846,6606.461074257664,288.9553019751927,19159.8939035087,False,83.30570024962525,7.0,9.712410683238874,29.0,True,15807435606,lisi726@outlook.com
N/A,钱七,男,28.928778559661946,深圳,市场部,P1,2023-12-18,,0.5,11821.017660976067,3225.323232829656,664.8460051372138,9693.959036308726,True,,11.0,9.892845044105643,26.0,True,19832077572,wangwu10@qq.com
EMP1005,韩十八,男,30.91104013834715,杭州,运营部,P3,2015-03-11,2017-06-15,9.3,13084.428139588132,3874.626227409,396.3327980251828,7892.75088239061,True,84.38620219936767,8.0,9.187759215113013,25.0,True,13415143362,lisi936@gmail.com
EMP1187,杨十九,女,30.014207144252932,上海,人事部,P1,2022-02-17,,2.4,9626.700441480263,4405.074374926328,491.4303888809222,10720.219905302063,True,72.56433159753416,-1.0,9.075679208605258,26.0,True,17571537429,wangwu739@outlook.com
EMP1178,沈十七,女,30.24868516754986,武汉,人事部,初级,2021-10-15,,2.7,12801.806017361268,1000000.0,731.7220733483402,10448.159376036274,True,81.76884703298933,4.0,7.785679604679735,21.0,True,15384161612,zhangsan911@company.com
EMP1154,李四,男,22.243182693309542,武汉,市场部,P3,2020-11-14,,3.6,16499.34824046281,3356.345357206909,674.182409689882,8686.479442663123,True,83.0077129412021,12.0,8.710061272138384,19.0,False,19305145276,zhangsan754@qq.com
EMP1022,卫十五,男,22.0,深圳,财务部,P2,2015-11-03,2019-03-27,8.7,13048.85892894742,2907.74374966142,502.64827470552103,14480.022804076878,True,95.85900046566479,7.0,-5.0,15.0,True,13133729406,zhaoliu679@qq.com
EMP1019,蒋十六,男,28.539519635002982,杭州,人事部,P1,2015-09-22,,8.8,7558.29700299023,1678.2433196995373,513.2306749086503,5246.960062232039,True,,13.0,9.614022387525896,17.0,False,13463016614,wangwu707@qq.com
EMP1099,沈十七,,36.01580921001788,西安,技术部,P2,2018年10月10日,,,10704.269996191128,3383.479591700211,100.0,9843.661454174362,True,92.38525775392854,9.0,7.943275544924683,19.0,True,15126226563,zhangsan317@gmail.com
EMP1169,孙八,女,39.545312176173276,西安,技术部,P3,2021-06-11,,3.1,14117.224847162292,5405.363016473784,362.0429092834487,12157.219206858204,True,70.03379120187675,8.0,5.007835383817117,29.0,True,18614015466,user852@qq.com
,卫十五,female,32.153606657507325,杭州,人事部,P2,2015-10-20,,100.0,18117.216777947542,5150.165209841064,604.7614726175508,17844.749038693735,True,60.82817514192925,5.0,6.628165611979953,20.0,True,13176228245,wangwu408@qq.com
EMP1160,孙八,女,25.717559057829533,成都,技术部,P2,2021-02-06,,3.4,10712.062534162995,2789.2939389480553,589.8935556894455,10750.861382236835,True,90.53550166497368,7.0,8.476361949590052,24.0,True,18390894296,wangwu729@163.com
EMP1073,陈十三,male,28.55059090229944,上海,人事部,P4,2017-10-13,2019-05-12,6.7,5000.0,2073.4460294670816,568.5592843854317,5949.334466393263,True,49.85285300508187,9.0,10.0,25.0,,18961393416,zhaoliu250@qq.com
EMP1017,王五,女,34.36776741270425,广州,市场部,P3,2015-08-25,,8.8,12183.48577953826,2382.335224069378,757.4785297316616,10359.019167660537,N,59.25109402712271,11.0,9.783675251994051,22.0,True,17528414718,user602@company.com
EMP1226,李四,男,36.05593288029279,,财务部,P3,2023-08-14,,0.9,7053.918654613312,3085.8933961564617,629.8551153062424,8169.325779728156,True,97.35247403043127,6.0,8.196819147968734,19.0,True,19843785903,zhangsan759@outlook.com
EMP1062,杨十九,女,40.41734423357106,武汉,运营部,P3,2017-05-13,,7.1,10137.219039524654,2107.4972882820175,272.3838078086975,8881.880912330582,False,80.19154681546344,10.0,6.390726297243434,23.0,False,17273497327,user@company
EMP1027,李四,女,38.719696721036215,杭州,人事部,P2,2016-01-12,,8.5,14733.041558013303,3574.583117233127,267.7762287686328,12809.91518744605,True,77.76606262747282,4.0,8.462963330149638,24.0,True,18541417711,lisi257@outlook.com
EMP1047,李四,男,33.78497725472219,深圳,产品部,P3,2016-10-16,2020-10-09,7.7,8428.681610727683,3790.8772051993637,50000.0,7712.996552557949,True,78.36168879863462,8.0,8.74929816671903,26.0,True,17319321646,zhangsan520@outlook.com
EMP1079,,,31.41633898893074,杭州,技术部,P4,2018-01-05,,6.5,11668.557309856338,4696.874815240661,564.9913402116762,6975.514865139852,True,73.5945454191988,14.0,7.927904968523974,11.0,True,13930353157,zhaoliu773@company.com
EMP1039,沈十七,男,29.46887993597085,北京,财务部,P3,2016-06-27,,8.0,9281.06708959848,3808.4489980089543,,9630.615881137388,False,83.60680373481806,3.0,6.460313612323534,32.0,True,17333754555,zhangsan874@qq.com
EMP1245,吴十,,45.039225446500836,西安,产品部,P1,2024-05-05,,0.2,9028.900621885163,1203.5801104085383,348.7054204095325,7697.129221504091,True,77.63469650317856,9.0,7.509351957915092,16.0,True,13991246046,@company.com
EMP1020,张三,男,23.245127559082416,西安,运营部,P2,2015-10-06,2017-03-18,8.7,15039.690972189885,,570.3532275628652,14287.126419604418,True,59.629113628521374,8.0,9.357749355614427,18.0,True,,lisi102@gmail.com
EMP1200,孙八,男,40.43272107995593,深圳,运营部,,2022-08-17,,1.9,13532.328628179275,3179.9729776399336,658.002933657009,14648.931371215758,True,86.28639379424877,8.0,7.506141262036702,20.0,True,19985758835,user@
EMP1204,冯十二,男,30.0,广州,技术部,资深,2022-03-15,,9.5,18000.0,2828.026443812395,626.5915665219978,7740.555805796182,True,90.0,4.0,8.196360516402553,18.0,True,13217734861,lisi926@qq.com
EMP1140,朱二十,女,34.23412203064393,北京,市场部,P1,2020-05-03,,4.2,10508.237918279454,4340.9349016430015,633.2252936194466,7769.309266804464,True,76.84458531034839,7.0,6.598295657470582,12.0,True,17834717549,zhaoliu917@company.com
EMP1192,孙八,男,39.99889941364628,北京,财务部,P1,2022-04-28,,2.2,14988.29137538621,6036.845179384827,667.165847565645,11513.234419005608,True,74.57571406605427,13.0,7.150432463592317,17.0,True,17718740490,wangwu9@outlook.com
EMP1130,杨十九,男,39.09419075218771,深圳,运营部,P3,2019-12-16,,4.5,15053.336603735506,2205.8059188659076,286.6634593388274,11120.404201262903,True,73.66796592810356,6.0,6.9936470256041465,24.0,,13938842599,wangwu766@gmail.com
EMP1215,陈十三,女,32.83689847218939,北京,运营部,P4,2023/03/14,,1.3,10154.511141012841,1410.9763463423315,584.600981578095,6485.600148163677,True,79.21758610309429,,9.078683851842932,32.0,False,19808605988,zhaoliu386@outlook.com
